D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_535.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_535.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_535.jpg,0,1,0,11.31689
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_603.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_603.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_603.jpg,0,1,0,11.94599
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_675.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_675.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_675.jpg,0,1,0,12.82202
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_749.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_749.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_749.jpg,0,1,0,13.7995
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_823.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_823.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_823.jpg,0,1,0,14.6583
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_894.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_894.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_894.jpg,-0.1,1,0,15.03223
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_36_966.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_36_966.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_36_966.jpg,-0.3,1,0,15.85694
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_036.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_036.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_036.jpg,0,1,0,16.71942
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_103.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_103.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_103.jpg,0,1,0,17.54704
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_185.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_185.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_185.jpg,0,1,0,18.36316
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_254.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_254.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_254.jpg,0,1,0,18.81763
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_324.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_324.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_324.jpg,0,1,0,19.65013
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_393.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_393.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_393.jpg,0,1,0,20.37222
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_465.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_465.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_465.jpg,0,1,0,21.1643
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_535.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_535.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_535.jpg,0,1,0,21.69961
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_605.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_605.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_605.jpg,0,1,0,22.50504
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_673.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_673.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_673.jpg,0,1,0,23.11915
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_742.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_742.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_742.jpg,0,1,0,23.89528
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_810.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_810.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_810.jpg,0,1,0,24.47332
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_883.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_883.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_883.jpg,0,1,0,25.24478
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_37_950.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_37_950.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_37_950.jpg,0,1,0,25.81876
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_020.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_020.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_020.jpg,0,1,0,26.57833
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_088.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_088.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_088.jpg,0,1,0,27.14425
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_172.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_172.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_172.jpg,0,1,0,27.89309
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_240.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_240.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_240.jpg,0,1,0,28.63601
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_323.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_323.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_323.jpg,0,0.8501305,0,29.32917
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_390.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_390.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_390.jpg,0,0.6492724,0,29.70478
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_474.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_474.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_474.jpg,0,0.3981976,0,30.00893
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_556.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_556.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_556.jpg,0,0.1982332,0,29.99802
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_623.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_623.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_623.jpg,0,0,0,29.8247
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_706.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_706.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_706.jpg,0,0,0,29.58589
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_789.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_789.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_789.jpg,0,0,0,29.34802
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_856.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_856.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_856.jpg,0,0,0,29.17085
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_38_937.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_38_937.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_38_937.jpg,0,0,0,28.93629
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_004.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_004.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_004.jpg,0,0,0,28.7036
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_086.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_086.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_086.jpg,0,0,0,28.47279
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_169.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_169.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_169.jpg,0,0,0,28.24384
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_250.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_250.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_250.jpg,0,0,0,28.01673
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_316.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_316.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_316.jpg,0,0,0,27.8476
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_398.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_398.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_398.jpg,0,0,0,27.62368
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_481.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_481.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_481.jpg,0.25,0,0,27.31334
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_548.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_548.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_548.jpg,0.4,0,0,26.88875
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_631.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_631.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_631.jpg,0,0,0,26.34865
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_715.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_715.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_715.jpg,0.05,0,0,25.90645
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_784.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_784.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_784.jpg,0.25,0,0,25.03931
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_867.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_867.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_867.jpg,0.45,0,0,24.59762
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_39_935.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_39_935.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_39_935.jpg,0.6000001,0,0,24.09
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_006.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_006.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_006.jpg,0.8000001,0,0,22.82892
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_075.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_075.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_075.jpg,0.9500002,0,0,22.34873
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_146.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_146.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_146.jpg,1,0,0,21.43251
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_216.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_216.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_216.jpg,0,0,0,20.89048
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_288.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_288.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_288.jpg,0,0,0,20.19803
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_356.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_356.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_356.jpg,0,0.0539904,0,19.42938
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_429.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_429.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_429.jpg,0,0.2692044,0,19.05523
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_501.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_501.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_501.jpg,0,0.4871184,0,18.7625
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_570.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_570.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_570.jpg,0,0.6937797,0,18.89438
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_636.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_636.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_636.jpg,0,0.8431821,0,18.96585
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_705.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_705.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_705.jpg,0,1,0,19.16251
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_772.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_772.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_772.jpg,0,1,0,19.63468
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_854.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_854.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_854.jpg,0,1,0,19.99099
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_921.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_921.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_921.jpg,0,1,0,20.32272
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_40_988.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_40_988.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_40_988.jpg,-0.15,1,0,20.37644
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_057.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_057.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_057.jpg,-0.3,1,0,20.77804
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_139.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_139.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_139.jpg,-0.5500001,1,0,21.04953
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_207.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_207.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_207.jpg,0,1,0,21.03248
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_274.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_274.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_274.jpg,0,1,0,21.19998
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_357.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_357.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_357.jpg,0,1,0,21.08827
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_425.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_425.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_425.jpg,0,1,0,21.26236
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_506.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_506.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_506.jpg,-0.2,1,0,21.6785
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_573.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_573.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_573.jpg,-0.35,1,0,21.80762
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_656.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_656.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_656.jpg,0,1,0,21.48796
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_740.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_740.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_740.jpg,0,0.6987286,0,21.31677
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_823.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_823.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_823.jpg,0,0.4515514,0,22.02142
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_904.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_904.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_904.jpg,0,0.2065774,0,22.60508
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_41_985.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_41_985.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_41_985.jpg,0,0,0,22.88795
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_42_067.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_42_067.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_42_067.jpg,0,0,0,23.07741
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_42_149.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_42_149.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_42_149.jpg,0,0,0,22.80517
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_42_231.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_42_231.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_42_231.jpg,0.2,0,0,22.57428
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_42_314.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_42_314.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_42_314.jpg,0.4,0,0,22.32599
D:\Unreal Projects\MyProject2\IMG\center_2020_05_07_05_49_42_397.jpg,D:\Unreal Projects\MyProject2\IMG\left_2020_05_07_05_49_42_397.jpg,D:\Unreal Projects\MyProject2\IMG\right_2020_05_07_05_49_42_397.jpg,0.6000001,0,0,22.01177
